dataset,backbone,condition,split_seed,finding,subgroup,metric,value
NIH,densenet121-res224-all,condition_1_original,2748406118,Hernia,sex:female,fnr,0.16666666666666666
NIH,densenet121-res224-all,condition_1_original,2748406118,Hernia,sex:male,fnr,0.0
NIH,densenet121-res224-all,condition_1_original,2748406118,Hernia,sex_gap:female-minus-male,fnr,0.16666666666666666
NIH,densenet121-res224-all,condition_1_original,2748406118,NIH_14_pooled,sex:female,fnr,0.5406091370558376
NIH,densenet121-res224-all,condition_1_original,2748406118,NIH_14_pooled,sex:male,fnr,0.4804138950480414
NIH,densenet121-res224-all,condition_1_original,2748406118,NIH_14_pooled,sex_gap:female-minus-male,fnr,0.06019524200779619
NIH,densenet121-res224-all,condition_1_original,1569714665,Atelectasis,sex:female,fnr,0.3795620437956204
NIH,densenet121-res224-all,condition_1_original,1569714665,Atelectasis,sex:male,fnr,0.39436619718309857
NIH,densenet121-res224-all,condition_1_original,1569714665,Atelectasis,sex_gap:female-minus-male,fnr,-0.014804153387478147
NIH,densenet121-res224-all,condition_1_original,1569714665,Consolidation,sex:female,fnr,0.5238095238095238
NIH,densenet121-res224-all,condition_1_original,1569714665,Consolidation,sex:male,fnr,0.673469387755102
NIH,densenet121-res224-all,condition_1_original,1569714665,Consolidation,sex_gap:female-minus-male,fnr,-0.14965986394557818
NIH,densenet121-res224-all,condition_1_original,1569714665,Infiltration,sex:female,fnr,0.7929936305732485
NIH,densenet121-res224-all,condition_1_original,1569714665,Infiltration,sex:male,fnr,0.75
NIH,densenet121-res224-all,condition_1_original,1569714665,Infiltration,sex_gap:female-minus-male,fnr,0.042993630573248454
NIH,densenet121-res224-all,condition_1_original,1569714665,Pneumothorax,sex:female,fnr,0.4827586206896552
NIH,densenet121-res224-all,condition_1_original,1569714665,Pneumothorax,sex:male,fnr,0.32
NIH,densenet121-res224-all,condition_1_original,1569714665,Pneumothorax,sex_gap:female-minus-male,fnr,0.1627586206896552
NIH,densenet121-res224-all,condition_1_original,1569714665,Edema,sex:female,fnr,0.09090909090909091
NIH,densenet121-res224-all,condition_1_original,1569714665,Edema,sex:male,fnr,0.3125
NIH,densenet121-res224-all,condition_1_original,1569714665,Edema,sex_gap:female-minus-male,fnr,-0.2215909090909091
NIH,densenet121-res224-all,condition_1_original,1569714665,Emphysema,sex:female,fnr,0.2608695652173913
NIH,densenet121-res224-all,condition_1_original,1569714665,Emphysema,sex:male,fnr,0.1
NIH,densenet121-res224-all,condition_1_original,1569714665,Emphysema,sex_gap:female-minus-male,fnr,0.1608695652173913
NIH,densenet121-res224-all,condition_1_original,1569714665,Fibrosis,sex:female,fnr,0.2830188679245283
NIH,densenet121-res224-all,condition_1_original,1569714665,Fibrosis,sex:male,fnr,0.34545454545454546
NIH,densenet121-res224-all,condition_1_original,1569714665,Fibrosis,sex_gap:female-minus-male,fnr,-0.062435677530017164
NIH,densenet121-res224-all,condition_1_original,1569714665,Effusion,sex:female,fnr,0.3333333333333333
NIH,densenet121-res224-all,condition_1_original,1569714665,Effusion,sex:male,fnr,0.29457364341085274
NIH,densenet121-res224-all,condition_1_original,1569714665,Effusion,sex_gap:female-minus-male,fnr,0.03875968992248058
NIH,densenet121-res224-all,condition_1_original,1569714665,Pneumonia,sex:female,fnr,0.7777777777777778
NIH,densenet121-res224-all,condition_1_original,1569714665,Pneumonia,sex:male,fnr,0.55
NIH,densenet121-res224-all,condition_1_original,1569714665,Pneumonia,sex_gap:female-minus-male,fnr,0.22777777777777775
NIH,densenet121-res224-all,condition_1_original,1569714665,Pleural_Thickening,sex:female,fnr,0.36764705882352944
NIH,densenet121-res224-all,condition_1_original,1569714665,Pleural_Thickening,sex:male,fnr,0.5365853658536586
NIH,densenet121-res224-all,condition_1_original,1569714665,Pleural_Thickening,sex_gap:female-minus-male,fnr,-0.16893830703012913
NIH,densenet121-res224-all,condition_1_original,1569714665,Cardiomegaly,sex:female,fnr,0.23076923076923078
NIH,densenet121-res224-all,condition_1_original,1569714665,Cardiomegaly,sex:male,fnr,0.13114754098360656
NIH,densenet121-res224-all,condition_1_original,1569714665,Cardiomegaly,sex_gap:female-minus-male,fnr,0.09962168978562422
NIH,densenet121-res224-all,condition_1_original,1569714665,Nodule,sex:female,fnr,0.6597222222222222
NIH,densenet121-res224-all,condition_1_original,1569714665,Nodule,sex:male,fnr,0.6257309941520468
NIH,densenet121-res224-all,condition_1_original,1569714665,Nodule,sex_gap:female-minus-male,fnr,0.033991228070175405
NIH,densenet121-res224-all,condition_1_original,1569714665,Mass,sex:female,fnr,0.3707865168539326
NIH,densenet121-res224-all,condition_1_original,1569714665,Mass,sex:male,fnr,0.35251798561151076
NIH,densenet121-res224-all,condition_1_original,1569714665,Mass,sex_gap:female-minus-male,fnr,0.018268531242421837
NIH,densenet121-res224-all,condition_1_original,1569714665,Hernia,sex:female,fnr,0.0
NIH,densenet121-res224-all,condition_1_original,1569714665,Hernia,sex:male,fnr,0.4
NIH,densenet121-res224-all,condition_1_original,1569714665,Hernia,sex_gap:female-minus-male,fnr,-0.4
NIH,densenet121-res224-all,condition_1_original,1569714665,NIH_14_pooled,sex:female,fnr,0.509515570934256
NIH,densenet121-res224-all,condition_1_original,1569714665,NIH_14_pooled,sex:male,fnr,0.503586800573888
NIH,densenet121-res224-all,condition_1_original,1569714665,NIH_14_pooled,sex_gap:female-minus-male,fnr,0.005928770360367985
NIH,densenet121-res224-all,condition_1_original,2006902500,Atelectasis,sex:female,fnr,0.358974358974359
NIH,densenet121-res224-all,condition_1_original,2006902500,Atelectasis,sex:male,fnr,0.4019607843137255
NIH,densenet121-res224-all,condition_1_original,2006902500,Atelectasis,sex_gap:female-minus-male,fnr,-0.04298642533936653
NIH,densenet121-res224-all,condition_1_original,2006902500,Consolidation,sex:female,fnr,0.5
NIH,densenet121-res224-all,condition_1_original,2006902500,Consolidation,sex:male,fnr,0.45454545454545453
NIH,densenet121-res224-all,condition_1_original,2006902500,Consolidation,sex_gap:female-minus-male,fnr,0.04545454545454547
NIH,densenet121-res224-all,condition_1_original,2006902500,Infiltration,sex:female,fnr,0.8050314465408805
NIH,densenet121-res224-all,condition_1_original,2006902500,Infiltration,sex:male,fnr,0.7342995169082126
