dataset,backbone,condition,split_seed,finding,subgroup,metric,value,ci_lower,ci_upper
NIH,densenet121-res224-all,condition_1_original,113462462,NIH_14_pooled,sex_gap:female-minus-male,fnr,0.017220676922411526,-0.0178385816010267,0.05335875214811565
NIH,densenet121-res224-all,condition_1_original,2748406118,Atelectasis,sex:female,fnr,0.22994011976047904,0.19734680348187006,0.2684996051592524
NIH,densenet121-res224-all,condition_1_original,2748406118,Atelectasis,sex:male,fnr,0.22048997772828507,0.19352236593587874,0.24917012875645328
NIH,densenet121-res224-all,condition_1_original,2748406118,Atelectasis,sex_gap:female-minus-male,fnr,0.009450142032193964,-0.034895423319485815,0.055990809687540714
NIH,densenet121-res224-all,condition_1_original,2748406118,Consolidation,sex:female,fnr,0.15853658536585366,0.11308254963427379,0.20930805361438884
NIH,densenet121-res224-all,condition_1_original,2748406118,Consolidation,sex:male,fnr,0.16666666666666666,0.1245872878918608,0.219161753396565
NIH,densenet121-res224-all,condition_1_original,2748406118,Consolidation,sex_gap:female-minus-male,fnr,-0.008130081300812997,-0.07574420469476245,0.058284669899769964
NIH,densenet121-res224-all,condition_1_original,2748406118,Infiltration,sex:female,fnr,0.46001202645820805,0.4093682673977678,0.5106777908748076
NIH,densenet121-res224-all,condition_1_original,2748406118,Infiltration,sex:male,fnr,0.43343653250773995,0.3897175541576288,0.48098459692204704
NIH,densenet121-res224-all,condition_1_original,2748406118,Infiltration,sex_gap:female-minus-male,fnr,0.0265754939504681,-0.040952162502450894,0.09087078583713169
NIH,densenet121-res224-all,condition_1_original,2748406118,Pneumothorax,sex:female,fnr,0.19659735349716445,0.14149990470745188,0.2613995031519694
NIH,densenet121-res224-all,condition_1_original,2748406118,Pneumothorax,sex:male,fnr,0.14202334630350194,0.09768335646418277,0.2068487085978419
NIH,densenet121-res224-all,condition_1_original,2748406118,Pneumothorax,sex_gap:female-minus-male,fnr,0.05457400719366251,-0.03207143083653573,0.1314014198670448
NIH,densenet121-res224-all,condition_1_original,2748406118,Edema,sex:female,fnr,0.2171945701357466,0.14975503314257482,0.2884711060084194
NIH,densenet121-res224-all,condition_1_original,2748406118,Edema,sex:male,fnr,0.1991869918699187,0.13468602825745685,0.2857886904761905
NIH,densenet121-res224-all,condition_1_original,2748406118,Edema,sex_gap:female-minus-male,fnr,0.01800757826582791,-0.0932708116287439,0.1114481468262981
NIH,densenet121-res224-all,condition_1_original,2748406118,Emphysema,sex:female,fnr,0.27751196172248804,0.162727844123193,0.3992208222811672
NIH,densenet121-res224-all,condition_1_original,2748406118,Emphysema,sex:male,fnr,0.19943019943019943,0.1272323415937084,0.2872688082325129
NIH,densenet121-res224-all,condition_1_original,2748406118,Emphysema,sex_gap:female-minus-male,fnr,0.07808176229228861,-0.06215446015891739,0.21245877972274496
NIH,densenet121-res224-all,condition_1_original,2748406118,Fibrosis,sex:female,fnr,0.3870967741935484,0.3006134969325153,0.4741350210970464
NIH,densenet121-res224-all,condition_1_original,2748406118,Fibrosis,sex:male,fnr,0.26881720430107525,0.1854090909090909,0.3689903234020881
NIH,densenet121-res224-all,condition_1_original,2748406118,Fibrosis,sex_gap:female-minus-male,fnr,0.11827956989247312,-0.013085988534636588,0.24252822341057637
NIH,densenet121-res224-all,condition_1_original,2748406118,Effusion,sex:female,fnr,0.20363288718929254,0.17299989514522385,0.23618698542152308
NIH,densenet121-res224-all,condition_1_original,2748406118,Effusion,sex:male,fnr,0.21010830324909746,0.17807547236634735,0.24588923992366213
NIH,densenet121-res224-all,condition_1_original,2748406118,Effusion,sex_gap:female-minus-male,fnr,-0.006475416059804923,-0.05655749069114692,0.03871690176873005
NIH,densenet121-res224-all,condition_1_original,2748406118,Pneumonia,sex:female,fnr,0.37209302325581395,0.2673021339401021,0.4875872093023256
NIH,densenet121-res224-all,condition_1_original,2748406118,Pneumonia,sex:male,fnr,0.2857142857142857,0.20687728761317664,0.375
NIH,densenet121-res224-all,condition_1_original,2748406118,Pneumonia,sex_gap:female-minus-male,fnr,0.08637873754152825,-0.05183881101717107,0.22325584870734225
NIH,densenet121-res224-all,condition_1_original,2748406118,Pleural_Thickening,sex:female,fnr,0.30685920577617326,0.23789080372121396,0.3901357578776934
NIH,densenet121-res224-all,condition_1_original,2748406118,Pleural_Thickening,sex:male,fnr,0.28087167070217917,0.22939876503087422,0.3353629803061512
NIH,densenet121-res224-all,condition_1_original,2748406118,Pleural_Thickening,sex_gap:female-minus-male,fnr,0.025987535073994095,-0.06555805733858171,0.12272951180275128
NIH,densenet121-res224-all,condition_1_original,2748406118,Cardiomegaly,sex:female,fnr,0.2736842105263158,0.21678566116317122,0.3362741501589631
NIH,densenet121-res224-all,condition_1_original,2748406118,Cardiomegaly,sex:male,fnr,0.17804154302670624,0.12728727211485832,0.23555202735710795
NIH,densenet121-res224-all,condition_1_original,2748406118,Cardiomegaly,sex_gap:female-minus-male,fnr,0.09564266749960956,0.011261264175232738,0.1757793972799313
NIH,densenet121-res224-all,condition_1_original,2748406118,Nodule,sex:female,fnr,0.6136363636363636,0.5539469362432028,0.6830338128152438
NIH,densenet121-res224-all,condition_1_original,2748406118,Nodule,sex:male,fnr,0.4378698224852071,0.39456367924528307,0.4897127314372972
NIH,densenet121-res224-all,condition_1_original,2748406118,Nodule,sex_gap:female-minus-male,fnr,0.17576654115115653,0.09739839724161219,0.25548829311371024
NIH,densenet121-res224-all,condition_1_original,2748406118,Mass,sex:female,fnr,0.3547619047619048,0.2823003714020427,0.4316739855034125
NIH,densenet121-res224-all,condition_1_original,2748406118,Mass,sex:male,fnr,0.2777777777777778,0.2306424160733871,0.32857019387243586
NIH,densenet121-res224-all,condition_1_original,2748406118,Mass,sex_gap:female-minus-male,fnr,0.07698412698412699,-0.007389047486477213,0.1680005240364214
